
Language of the sea; 10.3;5.2;0; 88

Lard;1,4;92,8;0; 841

Leek;2;0.2;6.3; 36

Lemon; 0.9;0.1; 3; 34

Lemon, freshly squeezed; 0,35;0,24;6,6; 22

Lemonade;0; 0;6,4;26

Lemonema;15.9;0.4;0; 67

Lentils; 24.6;1.1;63.4;352

Lettuce; 1.5;0.2; 2; 16

Light Mayonnaise; 1,4; 30;6,5; 300 

Lightly salted Trout;20.6;10.1; 0; 186

Lightly salted fat trout; 23; 15; 0; 227

Lime, freshly squeezed; 0,4; 0,1; 8; 25

Lingonberry;0.7; 0.5;8.2; 46

Liver sausages;14.4 V;28,5;2,2;326

Lobster;18,8;1,3;0,5;89

Lobster;18.8;0.9;0.5; 90

Long-grain unpolished rice (brown); 7.5; 2; 73; 340 

Low-fat cottage cheese; 22; 0,6;3,3; 110

Low-fat cow's milk; 3; 0.05;4.9; 32

Low-fat kefir; 3; 0.05; 4; 31

Lychee; 0.8;0.4;15.2; 66

Macadamia nut;7.9;75.8;5.2;718

Macaroni products from durum flour in/with; 11; 1,3;70,5;338

Mackerel;18.7;11.9;0; 181

Mackerel in oil; 14.4;28.9; 0; 318

Macrurus; 13,2;0,8;0; 60

Mango;0.8;0.4;13.4; 60

Mango juice;0; 0;13.5;54

Margarine;0,5;82,5;1;746

Marmalade;0;0,1;77,7;296

Marshmallow in chocolate;2;10;70;365

Marshmallows;1;0,1;80,5;311

Mash;23,9;1,2;62.6 per;347

Mash boiled;7;0,4;19,2;105

Mayonnaise; 3,1; 72;3,9; 665

Meat Pork;14.3;33.3; 0; 357 

Melange;12,7;11,5;0,7;157

Melon; 0.6;0.3;7.4; 35

Melted butter;0,2;99;0;892

Milk 1.5% fat content; 3; 1.5;4.8; 45

Milk 2,5%;2,9;2,5;4,8;54

Milk 3,2%;2,9;3,2;4,7;60

Milk chocolate; 6,9; 35,7;54,4; 550

Milk ice cream; 3,2;3,5; 21,3; 126

Millet; 11.5;3.3;66.5;342

Morels; 1,7;0,3;4,2; 27

Muffin;8;16.8;74.4; 450

Mullet;21;0,4;0; 124

Mussels;11,5;2;3,3;77

Mussels;17,5;2;0;88

Mustard leaf;2,9;0,4;1,5; 27

Natural Mackerel;17.7;14.4; 0; 200

Natural Tuna;22.5;0.7; 0; 96

Natural honey;0,8;0;80,3;328

Natural pink salmon;20,9;5,8;0;136

Navaga;19.2;1.6;0; 91

Nectarine; 1,1;0,3;9; 44

Nougat; 7; 22;72;465

Oat groats; 12,3;6,1;59,5; 342

Oatmeal; 12,5;6; 64,9;363

Oatmeal; 12.3;6.2;61.8;352

Oatmeal cookies; 6.5;14.4;71.8; 437

Oatmeal porridge on water; 3; 1,7; 15; 88

Oatmeal porridge with milk; 3,2;4,1;14,2; 102

Ocean horse mackerel;18.5;4.5; 0; 114

Olive oil;0;99,8;0;898

Omar;18.8;1.3;0.5; 89

Onion; 1,4;0,2;8,2; 41

Opyat;2,2;1,2;0,5; 22

Orange;0.9;0.2;13.2; 60

Oranges; 0.9;0.2;8.1; 43

Ostrich meat; 21.8;2.3;0; 114

Oyster;9; 2;4,5;72

Pacific cod;15.3;0.4;0; 69

Pacific fat herring; 14; 15; 0; 191

Pacific low-fat herring; 18; 7;0;135

Pacific medium-salted herring; 17.4;17.1; 0; 224

Pangasius;15.3;3;0; 89

Papaya; 0.5;0.26;9.1; 43

Parsley greens; 3,7;0,4;7,6; 49

Parsley root; 1.5;0.6;10.1; 51

Parsnip root; 1,4; 0,5;9,2; 47

Passion Fruit;2,4;0,4;13,4; 68

Pastille;0.5; traces;80.4;305

Pattison;0,6;0,1;4,1; 19

Peach;0.3;0;16.5; 68

Peach;0.9;0.1;9.5; 45

Peanuts; 26.3;45.2;9.9;552

Pear;0,4; 0; 11; 45

Pear;0,4;0,3;10,3; 47

Pearl barley; 9.3;1.1; 66.9; 315 

Peas boiled;8,3;0.4;21;118

Peas grain;20,5;2;49,5;298

Peas polished whole;22;2;57;330

Pecans; 9.2; 72;4.3;691

Peeled rye flour; 8,9; 1,7;61,8; 298

Peking cabbage; 1,2; 0,2;2; 16

Pepsi;0; 0;8,7;38

Persimmon;0.5;0.4;15.3; 67

Pheasant, breast; 24.3;3.2; 0; 133

Pheasant, meat and skin;22.7;9.3;0; 181

Pickled cucumbers; 0,8; 0;1,3; 16

Pickled cucumbers; 0,8; 0,1;1,7; 13

Pickled tomatoes; 0.5; 0.1;2.1; 10

Pig tongue; 15.9; 16;2.1;208

Pike;18.4;1.1; 0; 84

Pike caviar; 17.3;2; 0; 87

Pike perch;18,4;1,1; 0; 84

Pine nuts; 13.7;64.1;9.4;673

Pineapple;0.3; 0.1; 11.4; 48

Pineapple;0.4;0.2;11.5; 52

Pink salmon in tomato sauce;15;6;4,1;130

Pink salt;22,1;9;0;169

Plum; 0.8;0.3;9.6; 49

Plum Jam; 0,7; 0; 74,6;283

Polka dot green;3,1;0,2;6,5;40

Pollock;15.9;0.9;0; 72

Pollock Liver;6; 50;0; 474

Pollock caviar breakdown;27,9; 1,8;1,1;132

Pomelo; 0,8;0,04;8,6; 38

Poppy Seeds; 17.5;47.5;14.5;556

Pork liver; 18.8;3.8;4.7;109

Pork sausages; 10.1;31.6;1.8;322

Pork sausages; 9,5;34,3; 0; 342

Pork, tenderloin; 19.4;7.1; 0; 142

Potato starch; 0,1; traces; 79,6;299

Potatoes; 2;0,4;16,3; 77

Prague Cake;7,2;26,5;65;520

Processed cheese; 16,8;11,2;23,8;257

Protein;11.1;0; 0; 44

Prunes (dried plum); 2,3;0,7;57,5;256

Pumpkin; 0; 0;9; 38

Pumpkin;1; 0,1;4,4; 23

Pumpkin seeds, dried kernels; 30.2;49.1;9.3;559

Quail egg;11,9;13,1;0,6;168 

Quail, meat and skin; 19.6; 12; 0; 192 

Quince; 0.6;0.5;9.6; 48

Quinoa groats;14.1;6.1;57.2;368

Rabbit;21.2;11;0; 183

Radish; 1.2;0.1;3.4; 20

Raisins;2,5;0,54;67,7;296

Rapana; 16.7;1.1; 0; 77

Raspberry;0.8;0.5;8.3; 46

Raspberry jam; 0,6; 0;70,4;270

Raw Pistachios;20.2;45.3;16.6;560

Raw brisket;8,9;63,3;0; 605

Raw coconut;3,3;33,5;6,2; 354

Raw corn;3.3;1.35;16.7; 86

Raw hemp seeds; 20.1; 32.5; 14; 429 

Red cabbage; 0.8;0.2;5.1; 26

Red common Beans, all types; 23,5;0,8; 60; 333

Red crushed Persian lentils; 24,7; 1,2;62,5;328

Red currant;0,6;0,2;7,7; 43

Red lentils; 21.6;1.1;48;314

Red onion; 1,4; 0,1;9,1; 42

Red salmon ROE; 32; 15; 0; 263

Red sockeye salmon; 20.3;8.4; 0; 157

Red unpolished Rice; 7.5; 3; 68;330

Refined Sugar;0;0; 99.9; 400

Refined hemp Seeds; 31.6;48.7;4.7; 553

River cancer; 15.5; 1; 1.2; 76

River perch; 18.5;0.9;0; 82

Roach; 18;2.8;0; 95

Roach;17.5;2;0; 88

Roasted Almonds;22.4;55.9;12.3;642

Roasted Cashews; 17.5;42.2;30.5;572

Roasted Hazelnuts; 17.8;66.1;9.4;703

Roasted Peanuts; 26;52;13.4;626

Rosehip fresh; 1,6;0,7;22,4;109

Rutabaga; 1,2; 0,1;7,7; 37

Rye bread;4,7;0,7;49,8;214 

Rye seed flour; 6,9; 1,4;66,3;305

Salmon;19.8;6.3;0;142

Salmon;20,5;6,5;0;140

Salmon;20.6;6.3;0;144

Salmon;21.6;6;0; 140

Salmon belly;25; 24; 0;310

Salmon hot smoked;23,2;7,6;0;161

Salted Hamsa;21.2;9; 0; 166

Salted chum salmon;24.3;9.6;0; 184

Salted gutted salmon with head;22.5;12.5; 0; 202

Salted herring;19.8;15.4;0; 217

Salted salmon; 21; 20.5;0; 269

Salted tomatoes; 0.5; 0.1;2.1; 11

Sardines in oil; 24.1;13.9; 0; 221

Sardines in tomato sauce; 17;9,9;1,4;162

Sardines with added oil; 19; 18; 0; 238

Sauerkraut; 1,8; 0,1; 3; 23

Saury blanched in oil; 18,3; 23,3; 0; 283

"Sausage , ""Brunswick""""""";27,7;42,2;0,2;491

"Sausage boiled-smoked ""Moscow""";19,1;36,6;0,2;406

"Sausage boiled-smoked ""Sausage""";16,1;40,1;0;425

Sausage swine;13;57;0,2;566

"Sausages ""Dairy""";11;23,9;0,4;261

Savoy cabbage; 1,2; 0,1;5,6; 28

Scallop;17; 2;3; 92

Sea Trout;20.5;4.3; 0; 157 

Sea bass; 18,2;3,3;0; 103

Sea buckthorn; 1.2;5.4;5.7; 82

Seaweed; 0.8;5.1;0; 49

"Semi-smoked sausage ""Cracow""";16,2;44,6;0;466

"Semi-smoked sausage ""Odesa""";14,8;38,1;0,3;402

Semolina; 10,3; 1;70,6;333

Semolina porridge on water; 2.5; 0.2; 16.8; 80

Semolina porridge with milk; 3; 3,2;15,3; 98

Sesame seeds; 19.4;48.7;12.2;565

Shpikachki; 10; 33;0; 337

Shrimp;22; 1,6;0; 97

Smoked Capelin; 18; 22; 0; 270 

Smoked Herring; 25,4;5,6; 0; 152

Smoked loin; 10.5;47.4;0; 469

Smoked salmon; 22.5;12.5; 0; 202

Smoked trout; 26; 3.1;0.5;132 

Som; 17,2;5,1; 0; 115

Sorrel; 1,5;0,3;2,9; 22

Sour Cream 10%;2,7;10;3,9;119

Sour Cream 20%;2,5;20;3,4;206

Sour Cream 30%;2,3;30;3,1;293

Sour cream and nut Cake;2,9;13,5;35,3;275

Soy grain;36.7;17.8;17.3;364

Soybeans; 36.4;19.9;30.1;446

Spinach; 2,9;0,3;2; 23

Split peas;23;1,6;48,1;299

Sprat Baltic;14,1;9;0;137

Sprat Baltic salt;17,1;7,6;0;137

Sprat Caspian;18,5;13,1;0;192

Sprat in tomato sauce;14;12;4,5;182

Sprat pate;12; 14;5,3;195

Sprat spicy salted;14,8;10,5;0;154

Sprats in oil; 17,4; 32,4;0,4;363

Spread;0; 40; 0; 360

Spring capelin; 13.1;7.1; 0; 116 

Squash caviar; 2; 9;8,6;122

Squid; 18;2.2;2; 100

Squid;15.5;1.4;3.1; 92

Steers in tomato sauce; 17,5; 2; 0; 88

Sterlet;17;6,1;0; 122

Strawberries;0.8;0.4;7.5; 41

Strawberry jam; 0,3;0; 74;282

String Beans; 2,5;0,3;3; 23

Striped tuna; 22; 1;; 103

Sturgeon; 15.8;15.4; 0; 202

Sturgeon caviar; 38.2; 14.5;1.5; 289

Suluguni;20.5;22;0.4;286

Sunflower oil;0;99,9;0;899

Sunflower seeds, dried kernels; 20.8; 51.5;17.4; 584

Sweet corn; 3,9;1,3;22,7; 120

Sweet pepper; 1.3;0.1;4.9; 26

Sweet potato; 1.6;0.05;17.1; 86

"Sweets ""Squirrel""";8,8;33,1;53,4;538

Syroezhki; 1,7;0,7;1,5; 19

Tangerine;0.8;0;9.8;45

Tangerines; 0.8;0.2;7.5; 38

Terpug;17.8;3.4;0; 102

The egg of a goose;13,9;13,3;1,4;185 

The egg of an ostrich;12,2;11,7;0,7;118 

"The sausage, ""Granular""";9,9;62,8;0,3;606

"The sausage, ""Moscow""";24,8;41,5;0;473

Tilapia; 20.1;1.7; 0; 96

Tomato;1,1;0,2;3,8; 21

Tonic;0; 0;8,3;34

Trout;19.2;2.1; 0; 97

Tula Gingerbread; 9;8,6;71,5;380

Tuna in oil; 22; 15.9; 0; 232

Turkey;19.5;22;0;276

Turkey, breast; 23.6;1.5;0; 114

Turkey, minced meat; 20; 8; 0.5;161

Turkish delight; 0.8;0.7;82;320

Turn;1.5;0.3;9.4; 54

Turnip;1.5; 0.1;6.2; 32

Udder;12.3;13.7; 0; 173

Unpolished (brown) boiled rice; 2,5; 0,9; 23; 112

V/s Pasta; 10,4;1,1;69,7;337

V/s Pasta, cooked;3,5;0,4;23,2; 112

Veal of the 1st category; 19,7;2; 0; 97

Venison;19.5;8.5;0; 155

Waffles;3.2;2.8; 52; 342

Wakame seaweed (undaria pinnata) raw; 3; 0.64;9.3; 45

Wallpaper rye flour; 10,7;1,9;58,5; 294

Walnuts; 16.2;60.8;11.1; 656

Watercress; 2,3;0,1;0,8; 11

Watermelon;0.6;0.1;5.8; 27

Whale meat; 22.5;3.2; 0; 119

Wheat Flour from durum varieties in/s; 10,8;1,3;69,9;334

Wheat Flour of 2 grades; 11,6;1,8;64,8;322

"Wheat Groats """"Poltava""""""";11,5;1,3;67,9;329

Wheat flour Wallpaper; 11,5;2,2;61,5;312

Wheat flour crackers; 11,2; 1,4;72,4;331

Wheat flour in/s; 10,3; 1,1;70,6; 334 

Wheat flour of 1 grade; 10,6;1,3; 69;330

"Wheat groats """"Poltava"""" boiled"""; 2,9; 0,3;15,5; 79

White Mushrooms; 3,7;1,7;1,1; 34

White cabbage; 1,8; 0,1;4,7; 28

White currant; 0.5; 0.2; 8; 42

White ground boiled Rice; 2,3;0,2;28,7; 130 

White ground rice; 7; 1; 74;333

Whiting;18.5;0.9;0; 82

Whole milk mozzarella cheese; 22.2;22.3;2.2; 300

